date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:31:56	44119/44119	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:31:57%20GMT	https://journal.itera.ac.id/index.php/jsat/user/register	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/user/register.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:56	28848/28848	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:31:58%20GMT	https://journal.itera.ac.id/index.php/jsat/login	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/login.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:57	28324/28324	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:31:58%20GMT	https://journal.itera.ac.id/index.php/jsat/announcement/view/32	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/announcement/view/32.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:57	28323/28323	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:31:58%20GMT	https://journal.itera.ac.id/index.php/jsat/announcement/view/29	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/announcement/view/29.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:58	28013/28013	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:31:59%20GMT	https://journal.itera.ac.id/index.php/jsat/announcement/view/28	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/announcement/view/28.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:58	1814895/1814895	---M--	200	added ('OK')	image/jpeg	etag:%221bb16f-63606161fe9f5%22	https://journal.itera.ac.id/public/journals/1/homepageImage_en_US.jpg	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/public/journals/1/homepageImage_en_US.jpg	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:58	27823/27823	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:31:59%20GMT	https://journal.itera.ac.id/index.php/jsat/announcement/view/22	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/announcement/view/22.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:58	28191/28191	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:31:59%20GMT	https://journal.itera.ac.id/index.php/jsat/announcement/view/17	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/announcement/view/17.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:58	1797802/1797802	---M--	200	added ('OK')	image/jpeg	etag:%221b6eaa-63606161df5f1%22	https://journal.itera.ac.id/public/site/images/iputumah1291/JOURNAL_OF_SCIENCE_AND_APPLICATIVE_TECHNOLGY_(2).jpg	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/public/site/images/iputumah1291/JOURNAL_OF_SCIENCE_AND_APPLICATIVE_TECHNOLGY_(2).jpg	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:58	29364/29364	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:00%20GMT	https://journal.itera.ac.id/index.php/jsat/indexing	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/indexing.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:59	28536/28536	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:00%20GMT	https://journal.itera.ac.id/index.php/jsat/EditorialOffice	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/EditorialOffice.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:59	38173/38173	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:00%20GMT	https://journal.itera.ac.id/index.php/jsat/publishingethics	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/publishingethics.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:59	35391/35391	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:00%20GMT	https://journal.itera.ac.id/index.php/jsat/reviewGuidelines	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/reviewGuidelines.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:31:59	28200/28200	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:01%20GMT	https://journal.itera.ac.id/index.php/jsat/OAStatement	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/OAStatement.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:00	32495/32495	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:01%20GMT	https://journal.itera.ac.id/index.php/jsat/conflict-interest	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/conflict-interest.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:00	29295/29295	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:01%20GMT	https://journal.itera.ac.id/index.php/jsat/apc	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/apc.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:00	27813/27813	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:01%20GMT	https://journal.itera.ac.id/index.php/jsat/plagiarism-check	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/plagiarism-check.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:00	32086/32086	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:01%20GMT	https://journal.itera.ac.id/index.php/jsat/license	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/license.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:00	31383/31383	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:02%20GMT	https://journal.itera.ac.id/index.php/jsat/upcomingEdition	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/upcomingEdition.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:01	28366/28366	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:02%20GMT	https://journal.itera.ac.id/index.php/jsat/templates	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/templates.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:01	27759/27759	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:02%20GMT	https://journal.itera.ac.id/index.php/jsat/author-change	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/author-change.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:02	1300010/1300010	---M--	200	added ('OK')		date:Wed,%2018%20Jun%202025%2003:32:03%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/87a0e9f749958b9e16cf32e007999f7c05601c0f/Sertifikat-S4_JSAT-ITERA.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/87a0e9f749958b9e16cf32e007999f7c05601c0f/Sertifikat-S4_JSAT-ITERA.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:02	28083/28083	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:03%20GMT	https://journal.itera.ac.id/index.php/jsat/information/readers	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/information/readers.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:02	28044/28044	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:03%20GMT	https://journal.itera.ac.id/index.php/jsat/information/authors	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/information/authors.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:02	27803/27803	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:03%20GMT	https://journal.itera.ac.id/index.php/jsat/information/librarians	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/information/librarians.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:02	12064/12064	---M--	200	added ('OK')	image/png	etag:%222f20-63606161942c6%22	https://journal.itera.ac.id/public/site/images/administrator/portal_garuda.png	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/public/site/images/administrator/portal_garuda.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:03	23346/23346	---M--	200	added ('OK')	image/png	etag:%225b32-63606161942c6%22	https://journal.itera.ac.id/public/site/images/administrator/512px-Google_Scholar_logo.png	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/public/site/images/administrator/512px-Google_Scholar_logo.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:03	6557/6557	---M--	200	added ('OK')	image/pn	date:Wed,%2018%20Jun%202025%2003:32:04%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/a6c08a7664e2dcc5199fa72e1ba4e932cd3f040a/neliti-blue.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/a6c08a7664e2dcc5199fa72e1ba4e932cd3f040a/neliti-blue.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:03	30616/30616	---M--	200	added ('OK')	image/pn	date:Wed,%2018%20Jun%202025%2003:32:04%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/5eca8eeba2ceb12ea195126a4ac43cecfd78073d/garuda1.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/5eca8eeba2ceb12ea195126a4ac43cecfd78073d/garuda1.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:03	21764/21764	---M--	200	added ('OK')	image/pn%10%01	date:Wed,%2018%20Jun%202025%2003:32:04%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/5ddca48ab42911bdbcdb211a713329efc8052656/logo-onesearch-icon.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/5ddca48ab42911bdbcdb211a713329efc8052656/logo-onesearch-icon.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:03	1067/1067	---M--	200	added ('OK')	image/pn%10%01	date:Wed,%2018%20Jun%202025%2003:32:05%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/76adcde72076ee2f394b5decd5d47450f628bce5/logo_149x50_transp.gif	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/76adcde72076ee2f394b5decd5d47450f628bce5/logo_149x50_transp.gif	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:04	2992/2992	---M--	200	added ('OK')	image/jpeg	etag:%223ec3-57e9eb8ce1780%22	https://revistas.utp.ac.pa/public/logos_indexacion/pkp-index.jpg	C:/xampp/htdocs/jsat_static/revistas.utp.ac.pa/public/logos_indexacion/pkp-index.jpg	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:05	6710/6710	---M--	200	added ('OK')	image/jp%10%01	date:Wed,%2018%20Jun%202025%2003:32:06%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/c2a549aac30389ad2d5144588dad821894cb915c/dimensions-logo.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/c2a549aac30389ad2d5144588dad821894cb915c/dimensions-logo.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:05	42793/42793	---M--	200	added ('OK')	image/jp	date:Wed,%2018%20Jun%202025%2003:32:06%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/8567282beac6e91b63cc4b2553d7209c314d58ac/sinta_logo.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/8567282beac6e91b63cc4b2553d7209c314d58ac/sinta_logo.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:05	113124/113124	---M--	200	added ('OK')	image/jp%10%01	date:Wed,%2018%20Jun%202025%2003:32:06%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/6c433ab491aa6b745ff29cdb5403a880b0553cf9/jsat_collaboration_psi.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/6c433ab491aa6b745ff29cdb5403a880b0553cf9/jsat_collaboration_psi.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:05	17105/17105	---M--	200	added ('OK')	image/jp%10%01	date:Wed,%2018%20Jun%202025%2003:32:07%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/13715579bbdfdc511555bf70ab2505b18a9f88c2/citation_mendeley2.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/13715579bbdfdc511555bf70ab2505b18a9f88c2/citation_mendeley2.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:05	32308/32308	---M--	200	added ('OK')	image/jp	date:Wed,%2018%20Jun%202025%2003:32:07%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/13715579bbdfdc511555bf70ab2505b18a9f88c2/Endnote.jpg	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/13715579bbdfdc511555bf70ab2505b18a9f88c2/Endnote.jpg	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:06	10543/10543	---M--	200	added ('OK')	image/jp	date:Wed,%2018%20Jun%202025%2003:32:07%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/13715579bbdfdc511555bf70ab2505b18a9f88c2/grammar1.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/13715579bbdfdc511555bf70ab2505b18a9f88c2/grammar1.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:06	238/238	---M--	200	added ('OK')	image/jp	date:Wed,%2018%20Jun%202025%2003:32:07%20GMT	https://rawcdn.githack.com/sekar92/ojs_jsat/22692204b6a0defa31bd485fb28eb43d6ed1493f/1501206946.png	C:/xampp/htdocs/jsat_static/rawcdn.githack.com/sekar92/ojs_jsat/22692204b6a0defa31bd485fb28eb43d6ed1493f/1501206946.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:06	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Jun%202025%2003:32:08%20GMT	https://i.creativecommons.org/l/by-nc/4.0/88x31.png	C:/xampp/htdocs/jsat_static/i.creativecommons.org/l/by-nc/4.0/88x31.38.delayed	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:07	1465/1465	---M--	200	added ('OK')	image/png	etag:%225eab4a31-1419%22	https://licensebuttons.net/l/by-nc/4.0/88x31.png	C:/xampp/htdocs/jsat_static/licensebuttons.net/l/by-nc/4.0/88x31.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:07	27817/27817	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:09%20GMT	https://journal.itera.ac.id/index.php/jsat/about/aboutThisPublishingSystem	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/about/aboutThisPublishingSystem.html	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:08	13150/13150	---M--	200	added ('OK')	image/png	etag:%22335e-599130989afc0%22	https://journal.itera.ac.id/templates/images/ojs_brand.png	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/templates/images/ojs_brand.png	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:14	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js?v=3.1.2.4	C:/xampp/htdocs/jsat_static/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min241e.js	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:15	23534/23534	---M-Z	200	added ('OK')	text/javascript	etag:%225bee-599130cc1a940-gzip%22	https://journal.itera.ac.id/lib/pkp/js/lib/jquery/plugins/jquery.tag-it.js?v=3.1.2.4	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/lib/pkp/js/lib/jquery/plugins/jquery.tag-it241e.js	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:16	81675/81675	---M-Z	200	added ('OK')	text/javascript	etag:%2213f0b-599130989afc0-gzip%22	https://journal.itera.ac.id/plugins/themes/default/js/lib/popper/popper.js?v=3.1.2.4	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/plugins/themes/default/js/lib/popper/popper241e.js	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:20	4193/4193	---M-Z	200	added ('OK')	text/javascript	etag:%221061-599130989afc0-gzip%22	https://journal.itera.ac.id/plugins/themes/default/js/lib/bootstrap/util.js?v=3.1.2.4	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/plugins/themes/default/js/lib/bootstrap/util241e.js	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:23	253385/253385	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.12.0/jquery-ui.min.js?v=3.1.2.4	C:/xampp/htdocs/jsat_static/ajax.googleapis.com/ajax/libs/jqueryui/1.12.0/jquery-ui.min241e.js	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:23	13932/13932	---M-Z	200	added ('OK')	text/javascript	etag:%22366c-599130989afc0-gzip%22	https://journal.itera.ac.id/plugins/themes/default/js/lib/bootstrap/dropdown.js?v=3.1.2.4	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/plugins/themes/default/js/lib/bootstrap/dropdown241e.js	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:23	5360/5360	---M-Z	200	added ('OK')	text/javascript	etag:%2214f0-599130989afc0-gzip%22	https://journal.itera.ac.id/plugins/themes/default/js/main.js?v=3.1.2.4	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/plugins/themes/default/js/main241e.js	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:24	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/xampp/htdocs/jsat_static/www.google-analytics.com/analytics.js	(from https://journal.itera.ac.id/index.php/jsat/)
10:32:24	34831/34831	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:25%20GMT	https://journal.itera.ac.id/index.php/jsat/issue/view/77	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/issue/view/77.html	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:25	153193/153193	---M--	200	added ('OK')	image/jpeg	etag:%2225669-6360616222c1a%22	https://journal.itera.ac.id/public/journals/1/cover_issue_77_en_US.jpg	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/public/journals/1/cover_issue_77_en_US.jpg	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:25	33222/33222	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:26%20GMT	https://journal.itera.ac.id/index.php/jsat/issue/view/2	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/issue/view/2.html	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:25	241991/241991	---M--	200	added ('OK')	image/jpeg	etag:%223b147-636061621af19%22	https://journal.itera.ac.id/public/journals/1/cover_issue_2_en_US.jpg	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/public/journals/1/cover_issue_2_en_US.jpg	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:25	33583/33583	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:26%20GMT	https://journal.itera.ac.id/index.php/jsat/issue/view/70	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/issue/view/70.html	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:25	187491/187491	---M--	200	added ('OK')	image/jpeg	etag:%222dc63-63606161fe9f5%22	https://journal.itera.ac.id/public/journals/1/cover_issue_70_en_US.jpg	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/public/journals/1/cover_issue_70_en_US.jpg	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:26	35222/35222	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:27%20GMT	https://journal.itera.ac.id/index.php/jsat/issue/view/47	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/issue/view/47.html	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:26	219470/219470	---M--	200	added ('OK')	image/jpeg	etag:%223594e-6360616224b5a%22	https://journal.itera.ac.id/public/journals/1/cover_issue_47_en_US.jpg	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/public/journals/1/cover_issue_47_en_US.jpg	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:26	45942/45942	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:27%20GMT	https://journal.itera.ac.id/index.php/jsat/issue/view/17	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/issue/view/17.html	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
10:32:27	40247/40247	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2003:32:28%20GMT	https://journal.itera.ac.id/index.php/jsat/issue/view/14	C:/xampp/htdocs/jsat_static/journal.itera.ac.id/index.php/jsat/issue/view/14.html	(from https://journal.itera.ac.id/index.php/jsat/issue/archive)
